Student_ID,Fall,Winter,Spring,Unweighted_Avg,Fall_Weight_Val,Winter_Weight_Val,Spring_Weight_Val,Total_Weight,Weighted_Avg
40060,70.0,74.0,59.0,67.66666666666667,0.2,0.3,0.5,1.0,58.3
40061,28.0,26.0,68.0,40.666666666666664,0.2,0.3,0.5,1.0,44.8
40062,47.0,50.0,29.0,42.0,0.2,0.3,0.5,1.0,33.9
40063,62.0,,58.0,60.0,0.2,0.0,0.5,0.7,59.142857142857146
40064,36.0,37.0,38.0,37.0,0.2,0.3,0.5,1.0,33.6
40065,44.0,34.0,47.0,41.666666666666664,0.2,0.3,0.5,1.0,39.1
40066,74.0,,54.0,64.0,0.2,0.0,0.5,0.7,59.714285714285715
40067,47.0,44.0,39.0,43.333333333333336,0.2,0.3,0.5,1.0,37.7
40068,50.0,46.0,53.0,49.666666666666664,0.2,0.3,0.5,1.0,45.7
40069,49.0,,60.0,54.5,0.2,0.0,0.5,0.7,56.857142857142854
40070,35.0,,69.0,52.0,0.2,0.0,0.5,0.7,59.28571428571429
40071,47.0,,50.0,48.5,0.2,0.0,0.5,0.7,49.142857142857146
40072,56.0,48.0,47.0,50.333333333333336,0.2,0.3,0.5,1.0,44.300000000000004
40073,42.0,28.0,56.0,42.0,0.2,0.3,0.5,1.0,42.0
40074,52.0,49.0,47.0,49.333333333333336,0.2,0.3,0.5,1.0,43.7
40075,39.0,,66.0,52.5,0.2,0.0,0.5,0.7,58.285714285714285
40076,51.0,51.0,38.0,46.666666666666664,0.2,0.3,0.5,1.0,39.400000000000006
40077,48.0,44.0,55.0,49.0,0.2,0.3,0.5,1.0,45.900000000000006
40078,64.0,57.0,52.0,57.666666666666664,0.2,0.3,0.5,1.0,50.2
40079,56.0,49.0,55.0,53.333333333333336,0.2,0.3,0.5,1.0,48.5
40080,35.0,,41.0,38.0,0.2,0.0,0.5,0.7,39.285714285714285
40081,49.0,41.0,43.0,44.333333333333336,0.2,0.3,0.5,1.0,39.5
40082,29.0,,52.0,40.5,0.2,0.0,0.5,0.7,45.42857142857143
40083,39.0,30.0,56.0,41.666666666666664,0.2,0.3,0.5,1.0,41.8
40084,36.0,34.0,57.0,42.333333333333336,0.2,0.3,0.5,1.0,42.5
40085,42.0,32.0,64.0,46.0,0.2,0.3,0.5,1.0,46.8
40086,63.0,60.0,71.0,64.66666666666667,0.2,0.3,0.5,1.0,60.1
40087,62.0,60.0,38.0,53.333333333333336,0.2,0.3,0.5,1.0,43.4
40088,58.0,,39.0,48.5,0.2,0.0,0.5,0.7,44.42857142857143
40089,61.0,63.0,48.0,57.333333333333336,0.2,0.3,0.5,1.0,48.800000000000004
40090,43.0,30.0,55.0,42.666666666666664,0.2,0.3,0.5,1.0,42.1
40091,48.0,,58.0,53.0,0.2,0.0,0.5,0.7,55.142857142857146
40092,57.0,57.0,61.0,58.333333333333336,0.2,0.3,0.5,1.0,53.3
40093,38.0,,60.0,49.0,0.2,0.0,0.5,0.7,53.71428571428572
40094,43.0,41.0,65.0,49.666666666666664,0.2,0.3,0.5,1.0,49.3
40095,67.0,55.0,41.0,54.333333333333336,0.2,0.3,0.5,1.0,44.9
40096,35.0,37.0,52.0,41.333333333333336,0.2,0.3,0.5,1.0,40.4
40097,25.0,26.0,72.0,41.0,0.2,0.3,0.5,1.0,46.2
40098,42.0,45.0,54.0,47.0,0.2,0.3,0.5,1.0,44.4
40099,53.0,43.0,62.0,52.666666666666664,0.2,0.3,0.5,1.0,50.2
40100,53.0,50.0,54.0,52.333333333333336,0.2,0.3,0.5,1.0,47.6
40101,52.0,,55.0,53.5,0.2,0.0,0.5,0.7,54.142857142857146
40102,66.0,67.0,35.0,56.0,0.2,0.3,0.5,1.0,44.1
40103,41.0,,30.0,35.5,0.2,0.0,0.5,0.7,33.142857142857146
40104,37.0,31.0,64.0,44.0,0.2,0.3,0.5,1.0,45.6
40105,41.0,30.0,64.0,45.0,0.2,0.3,0.5,1.0,46.2
40106,61.0,47.0,58.0,55.333333333333336,0.2,0.3,0.5,1.0,50.6
40107,30.0,,50.0,40.0,0.2,0.0,0.5,0.7,44.28571428571429
40108,56.0,42.0,52.0,50.0,0.2,0.3,0.5,1.0,45.6
40109,48.0,47.0,37.0,44.0,0.2,0.3,0.5,1.0,37.5
40110,38.0,31.0,45.0,38.0,0.2,0.3,0.5,1.0,36.3
40111,54.0,43.0,63.0,53.333333333333336,0.2,0.3,0.5,1.0,50.9
40112,55.0,55.0,56.0,55.333333333333336,0.2,0.3,0.5,1.0,50.0
40113,46.0,43.0,56.0,48.333333333333336,0.2,0.3,0.5,1.0,45.8
40114,46.0,47.0,54.0,49.0,0.2,0.3,0.5,1.0,45.6
40115,46.0,,40.0,43.0,0.2,0.0,0.5,0.7,41.71428571428572
40116,55.0,53.0,79.0,62.333333333333336,0.2,0.3,0.5,1.0,61.1
40117,58.0,58.0,39.0,51.666666666666664,0.2,0.3,0.5,1.0,42.7
40118,40.0,42.0,46.0,42.666666666666664,0.2,0.3,0.5,1.0,39.4
40119,47.0,,49.0,48.0,0.2,0.0,0.5,0.7,48.42857142857143
40120,60.0,57.0,34.0,50.333333333333336,0.2,0.3,0.5,1.0,40.4
40121,48.0,42.0,42.0,44.0,0.2,0.3,0.5,1.0,39.0
40122,55.0,58.0,65.0,59.333333333333336,0.2,0.3,0.5,1.0,55.1
40123,43.0,,29.0,36.0,0.2,0.0,0.5,0.7,33.00000000000001
40124,34.0,33.0,35.0,34.0,0.2,0.3,0.5,1.0,30.900000000000002
40125,48.0,46.0,47.0,47.0,0.2,0.3,0.5,1.0,42.300000000000004
40126,41.0,37.0,48.0,42.0,0.2,0.3,0.5,1.0,39.6
40127,42.0,,59.0,50.5,0.2,0.0,0.5,0.7,54.142857142857146
40128,40.0,28.0,57.0,41.666666666666664,0.2,0.3,0.5,1.0,42.1
40129,64.0,53.0,71.0,62.666666666666664,0.2,0.3,0.5,1.0,58.900000000000006
40130,57.0,45.0,55.0,52.333333333333336,0.2,0.3,0.5,1.0,47.9
40131,54.0,,55.0,54.5,0.2,0.0,0.5,0.7,54.714285714285715
40132,58.0,56.0,43.0,52.333333333333336,0.2,0.3,0.5,1.0,44.300000000000004
40133,64.0,63.0,56.0,61.0,0.2,0.3,0.5,1.0,53.400000000000006
40134,49.0,,52.0,50.5,0.2,0.0,0.5,0.7,51.14285714285714
40135,44.0,,53.0,48.5,0.2,0.0,0.5,0.7,50.42857142857143
40136,56.0,59.0,68.0,61.0,0.2,0.3,0.5,1.0,57.0
40137,61.0,56.0,53.0,56.666666666666664,0.2,0.3,0.5,1.0,49.900000000000006
40138,47.0,42.0,25.0,38.0,0.2,0.3,0.5,1.0,30.3
40139,60.0,62.0,43.0,55.0,0.2,0.3,0.5,1.0,45.9
40140,48.0,37.0,36.0,40.333333333333336,0.2,0.3,0.5,1.0,35.0
40141,45.0,38.0,50.0,44.333333333333336,0.2,0.3,0.5,1.0,41.6
40142,51.0,46.0,70.0,55.666666666666664,0.2,0.3,0.5,1.0,54.400000000000006
40143,50.0,38.0,66.0,51.333333333333336,0.2,0.3,0.5,1.0,50.6
40144,63.0,55.0,52.0,56.666666666666664,0.2,0.3,0.5,1.0,49.6
40145,63.0,49.0,48.0,53.333333333333336,0.2,0.3,0.5,1.0,46.400000000000006
40146,43.0,29.0,40.0,37.333333333333336,0.2,0.3,0.5,1.0,34.4
40147,46.0,,69.0,57.5,0.2,0.0,0.5,0.7,62.42857142857144
40148,47.0,37.0,59.0,47.666666666666664,0.2,0.3,0.5,1.0,46.3
40149,54.0,48.0,35.0,45.666666666666664,0.2,0.3,0.5,1.0,37.900000000000006
40150,54.0,53.0,48.0,51.666666666666664,0.2,0.3,0.5,1.0,45.400000000000006
40151,48.0,,52.0,50.0,0.2,0.0,0.5,0.7,50.85714285714286
40152,51.0,39.0,66.0,52.0,0.2,0.3,0.5,1.0,51.0
40153,55.0,,58.0,56.5,0.2,0.0,0.5,0.7,57.142857142857146
40154,31.0,19.0,60.0,36.666666666666664,0.2,0.3,0.5,1.0,40.0
40155,44.0,42.0,32.0,39.333333333333336,0.2,0.3,0.5,1.0,33.2
40156,37.0,,51.0,44.0,0.2,0.0,0.5,0.7,47.0
40157,49.0,,56.0,52.5,0.2,0.0,0.5,0.7,54.0
40158,45.0,36.0,58.0,46.333333333333336,0.2,0.3,0.5,1.0,45.2
40159,58.0,56.0,61.0,58.333333333333336,0.2,0.3,0.5,1.0,53.300000000000004
40160,44.0,46.0,42.0,44.0,0.2,0.3,0.5,1.0,39.0
40161,38.0,38.0,35.0,37.0,0.2,0.3,0.5,1.0,32.7
40162,56.0,,53.0,54.5,0.2,0.0,0.5,0.7,53.85714285714286
40163,61.0,52.0,50.0,54.333333333333336,0.2,0.3,0.5,1.0,47.6
40164,55.0,44.0,51.0,50.0,0.2,0.3,0.5,1.0,45.3
40165,43.0,,50.0,46.5,0.2,0.0,0.5,0.7,48.00000000000001
40166,59.0,46.0,59.0,54.666666666666664,0.2,0.3,0.5,1.0,50.5
40167,56.0,,68.0,62.0,0.2,0.0,0.5,0.7,64.57142857142858
40168,43.0,32.0,69.0,48.0,0.2,0.3,0.5,1.0,49.5
40169,53.0,40.0,58.0,50.333333333333336,0.2,0.3,0.5,1.0,47.6
40170,54.0,43.0,61.0,52.666666666666664,0.2,0.3,0.5,1.0,49.9
40171,67.0,,50.0,58.5,0.2,0.0,0.5,0.7,54.85714285714286
40172,48.0,47.0,71.0,55.333333333333336,0.2,0.3,0.5,1.0,54.5
40173,43.0,42.0,37.0,40.666666666666664,0.2,0.3,0.5,1.0,35.5
40174,59.0,,57.0,58.0,0.2,0.0,0.5,0.7,57.57142857142857
40175,68.0,,54.0,61.0,0.2,0.0,0.5,0.7,58.00000000000001
40176,82.0,78.0,75.0,78.33333333333333,0.2,0.3,0.5,1.0,69.5
40177,69.0,60.0,42.0,57.0,0.2,0.3,0.5,1.0,46.8
40178,40.0,29.0,64.0,44.333333333333336,0.2,0.3,0.5,1.0,45.8
40179,30.0,30.0,58.0,39.333333333333336,0.2,0.3,0.5,1.0,41.0
40180,42.0,36.0,48.0,42.0,0.2,0.3,0.5,1.0,39.6
40181,49.0,41.0,50.0,46.666666666666664,0.2,0.3,0.5,1.0,43.0
40182,58.0,55.0,82.0,65.0,0.2,0.3,0.5,1.0,63.6
40183,52.0,39.0,58.0,49.666666666666664,0.2,0.3,0.5,1.0,47.2
40184,46.0,39.0,69.0,51.333333333333336,0.2,0.3,0.5,1.0,51.5
40185,55.0,53.0,68.0,58.666666666666664,0.2,0.3,0.5,1.0,55.6
40186,50.0,39.0,54.0,47.666666666666664,0.2,0.3,0.5,1.0,44.8
40187,55.0,,48.0,51.5,0.2,0.0,0.5,0.7,50.0
40188,66.0,64.0,60.0,63.333333333333336,0.2,0.3,0.5,1.0,56.0
40189,49.0,36.0,58.0,47.666666666666664,0.2,0.3,0.5,1.0,46.0
40190,56.0,59.0,71.0,62.0,0.2,0.3,0.5,1.0,58.5
40191,55.0,57.0,64.0,58.666666666666664,0.2,0.3,0.5,1.0,54.4
40192,46.0,42.0,60.0,49.333333333333336,0.2,0.3,0.5,1.0,47.6
40193,52.0,47.0,59.0,52.666666666666664,0.2,0.3,0.5,1.0,49.3
40194,50.0,38.0,49.0,45.666666666666664,0.2,0.3,0.5,1.0,42.1
40195,59.0,56.0,59.0,58.0,0.2,0.3,0.5,1.0,52.5
40196,29.0,,58.0,43.5,0.2,0.0,0.5,0.7,49.714285714285715
40197,53.0,39.0,54.0,48.666666666666664,0.2,0.3,0.5,1.0,45.400000000000006
40198,46.0,,53.0,49.5,0.2,0.0,0.5,0.7,51.00000000000001
40199,64.0,56.0,45.0,55.0,0.2,0.3,0.5,1.0,46.5
40200,54.0,42.0,45.0,47.0,0.2,0.3,0.5,1.0,41.7
40201,53.0,39.0,76.0,56.0,0.2,0.3,0.5,1.0,56.400000000000006
40202,58.0,60.0,71.0,63.0,0.2,0.3,0.5,1.0,59.1
40203,69.0,71.0,60.0,66.66666666666667,0.2,0.3,0.5,1.0,58.0
40204,50.0,48.0,33.0,43.666666666666664,0.2,0.3,0.5,1.0,36.1
40205,41.0,42.0,63.0,48.666666666666664,0.2,0.3,0.5,1.0,48.1
40206,54.0,45.0,39.0,46.0,0.2,0.3,0.5,1.0,39.3
40207,35.0,32.0,50.0,39.0,0.2,0.3,0.5,1.0,38.4
40208,53.0,43.0,43.0,46.333333333333336,0.2,0.3,0.5,1.0,40.7
40209,42.0,32.0,45.0,39.666666666666664,0.2,0.3,0.5,1.0,37.3
40210,49.0,49.0,41.0,46.333333333333336,0.2,0.3,0.5,1.0,40.1
40211,47.0,35.0,74.0,52.0,0.2,0.3,0.5,1.0,53.4
40212,51.0,48.0,50.0,49.666666666666664,0.2,0.3,0.5,1.0,44.800000000000004
40213,59.0,,57.0,58.0,0.2,0.0,0.5,0.7,57.57142857142857
40214,68.0,54.0,46.0,56.0,0.2,0.3,0.5,1.0,47.400000000000006
40215,50.0,,53.0,51.5,0.2,0.0,0.5,0.7,52.142857142857146
40216,51.0,52.0,40.0,47.666666666666664,0.2,0.3,0.5,1.0,40.6
40217,41.0,35.0,72.0,49.333333333333336,0.2,0.3,0.5,1.0,51.2
40218,56.0,,67.0,61.5,0.2,0.0,0.5,0.7,63.85714285714287
40219,53.0,54.0,45.0,50.666666666666664,0.2,0.3,0.5,1.0,43.900000000000006
40220,47.0,,58.0,52.5,0.2,0.0,0.5,0.7,54.85714285714286
40221,39.0,34.0,46.0,39.666666666666664,0.2,0.3,0.5,1.0,37.6
40222,61.0,64.0,33.0,52.666666666666664,0.2,0.3,0.5,1.0,41.5
40223,41.0,50.0,58.0,49.666666666666664,0.2,0.3,0.5,1.0,47.2
40224,56.0,53.0,50.0,53.0,0.2,0.3,0.5,1.0,46.800000000000004
40225,40.0,38.0,60.0,46.0,0.2,0.3,0.5,1.0,45.6
40226,41.0,41.0,50.0,44.0,0.2,0.3,0.5,1.0,41.400000000000006
40227,49.0,43.0,37.0,43.0,0.2,0.3,0.5,1.0,36.9
40228,55.0,46.0,41.0,47.333333333333336,0.2,0.3,0.5,1.0,40.7
40229,42.0,38.0,66.0,48.666666666666664,0.2,0.3,0.5,1.0,49.0
40230,33.0,36.0,56.0,41.666666666666664,0.2,0.3,0.5,1.0,41.8
40231,48.0,44.0,52.0,48.0,0.2,0.3,0.5,1.0,44.400000000000006
40232,60.0,,65.0,62.5,0.2,0.0,0.5,0.7,63.57142857142858
40233,32.0,35.0,36.0,34.333333333333336,0.2,0.3,0.5,1.0,31.4
40234,41.0,,64.0,52.5,0.2,0.0,0.5,0.7,57.42857142857144
40235,42.0,,77.0,59.5,0.2,0.0,0.5,0.7,67.0
40236,45.0,43.0,52.0,46.666666666666664,0.2,0.3,0.5,1.0,43.6
40237,39.0,,55.0,47.0,0.2,0.0,0.5,0.7,50.42857142857143
40238,50.0,46.0,51.0,49.0,0.2,0.3,0.5,1.0,44.7
40239,69.0,64.0,61.0,64.66666666666667,0.2,0.3,0.5,1.0,57.1
40240,41.0,37.0,54.0,44.0,0.2,0.3,0.5,1.0,42.6
40241,32.0,33.0,43.0,36.0,0.2,0.3,0.5,1.0,34.5
40242,50.0,47.0,69.0,55.333333333333336,0.2,0.3,0.5,1.0,53.9
40243,60.0,54.0,62.0,58.666666666666664,0.2,0.3,0.5,1.0,53.8
40244,39.0,41.0,38.0,39.333333333333336,0.2,0.3,0.5,1.0,35.0
40245,51.0,54.0,61.0,55.333333333333336,0.2,0.3,0.5,1.0,51.5
40246,54.0,48.0,50.0,50.666666666666664,0.2,0.3,0.5,1.0,45.400000000000006
40247,50.0,41.0,60.0,50.333333333333336,0.2,0.3,0.5,1.0,48.2
40248,51.0,38.0,41.0,43.333333333333336,0.2,0.3,0.5,1.0,38.3
40249,43.0,35.0,46.0,41.333333333333336,0.2,0.3,0.5,1.0,38.6
40250,56.0,,53.0,54.5,0.2,0.0,0.5,0.7,53.85714285714286
40251,51.0,38.0,64.0,51.0,0.2,0.3,0.5,1.0,49.8
40252,58.0,59.0,52.0,56.333333333333336,0.2,0.3,0.5,1.0,49.400000000000006
40253,58.0,,52.0,55.0,0.2,0.0,0.5,0.7,53.71428571428572
40254,36.0,,38.0,37.0,0.2,0.0,0.5,0.7,37.42857142857143
40255,39.0,27.0,39.0,35.0,0.2,0.3,0.5,1.0,32.7
40256,53.0,56.0,66.0,58.333333333333336,0.2,0.3,0.5,1.0,54.800000000000004
40257,43.0,33.0,45.0,40.333333333333336,0.2,0.3,0.5,1.0,37.7
40258,31.0,28.0,67.0,42.0,0.2,0.3,0.5,1.0,45.3
40259,49.0,,63.0,56.0,0.2,0.0,0.5,0.7,59.0
40260,31.0,27.0,58.0,38.666666666666664,0.2,0.3,0.5,1.0,40.6
40261,53.0,52.0,48.0,51.0,0.2,0.3,0.5,1.0,45.0
40262,40.0,26.0,52.0,39.333333333333336,0.2,0.3,0.5,1.0,39.2
40263,43.0,30.0,76.0,49.666666666666664,0.2,0.3,0.5,1.0,52.6
40264,50.0,48.0,77.0,58.333333333333336,0.2,0.3,0.5,1.0,58.1
40265,43.0,,69.0,56.0,0.2,0.0,0.5,0.7,61.57142857142858
40266,47.0,34.0,44.0,41.666666666666664,0.2,0.3,0.5,1.0,38.2
40267,56.0,57.0,65.0,59.333333333333336,0.2,0.3,0.5,1.0,55.1
40268,62.0,54.0,52.0,56.0,0.2,0.3,0.5,1.0,49.2
40269,68.0,,54.0,61.0,0.2,0.0,0.5,0.7,58.00000000000001
40270,45.0,40.0,67.0,50.666666666666664,0.2,0.3,0.5,1.0,50.5
40271,54.0,,59.0,56.5,0.2,0.0,0.5,0.7,57.57142857142857
40272,40.0,48.0,49.0,45.666666666666664,0.2,0.3,0.5,1.0,42.1
40273,45.0,,38.0,41.5,0.2,0.0,0.5,0.7,40.0
40274,55.0,56.0,67.0,59.333333333333336,0.2,0.3,0.5,1.0,55.7
40275,55.0,,68.0,61.5,0.2,0.0,0.5,0.7,64.28571428571429
40276,50.0,,45.0,47.5,0.2,0.0,0.5,0.7,46.42857142857143
40277,45.0,,33.0,39.0,0.2,0.0,0.5,0.7,36.42857142857143
40278,41.0,35.0,40.0,38.666666666666664,0.2,0.3,0.5,1.0,35.2
40279,39.0,36.0,46.0,40.333333333333336,0.2,0.3,0.5,1.0,38.0
40280,60.0,56.0,57.0,57.666666666666664,0.2,0.3,0.5,1.0,51.7
40281,36.0,30.0,66.0,44.0,0.2,0.3,0.5,1.0,46.2
40282,59.0,50.0,54.0,54.333333333333336,0.2,0.3,0.5,1.0,48.8
40283,47.0,51.0,67.0,55.0,0.2,0.3,0.5,1.0,53.1
40284,42.0,,39.0,40.5,0.2,0.0,0.5,0.7,39.857142857142854
40285,50.0,37.0,39.0,42.0,0.2,0.3,0.5,1.0,36.9
40286,51.0,39.0,53.0,47.666666666666664,0.2,0.3,0.5,1.0,44.5
40287,62.0,53.0,41.0,52.0,0.2,0.3,0.5,1.0,43.5
40288,54.0,43.0,56.0,51.0,0.2,0.3,0.5,1.0,47.4
40289,54.0,49.0,44.0,49.0,0.2,0.3,0.5,1.0,42.6
40290,49.0,,66.0,57.5,0.2,0.0,0.5,0.7,61.142857142857146
40291,49.0,37.0,67.0,51.0,0.2,0.3,0.5,1.0,50.7
40292,54.0,43.0,41.0,46.0,0.2,0.3,0.5,1.0,39.9
40293,61.0,61.0,60.0,60.666666666666664,0.2,0.3,0.5,1.0,54.400000000000006
40294,50.0,,52.0,51.0,0.2,0.0,0.5,0.7,51.42857142857143
40295,55.0,57.0,42.0,51.333333333333336,0.2,0.3,0.5,1.0,43.4
40296,59.0,48.0,32.0,46.333333333333336,0.2,0.3,0.5,1.0,37.400000000000006
40297,47.0,42.0,78.0,55.666666666666664,0.2,0.3,0.5,1.0,56.8
40298,41.0,36.0,56.0,44.333333333333336,0.2,0.3,0.5,1.0,43.400000000000006
40299,52.0,54.0,53.0,53.0,0.2,0.3,0.5,1.0,47.7
40300,59.0,47.0,47.0,51.0,0.2,0.3,0.5,1.0,44.7
40301,42.0,43.0,66.0,50.333333333333336,0.2,0.3,0.5,1.0,50.0
40302,49.0,40.0,40.0,43.0,0.2,0.3,0.5,1.0,37.8
40303,60.0,,52.0,56.0,0.2,0.0,0.5,0.7,54.28571428571429
40304,33.0,28.0,44.0,35.0,0.2,0.3,0.5,1.0,34.2
40305,35.0,37.0,46.0,39.333333333333336,0.2,0.3,0.5,1.0,37.4
40306,45.0,32.0,45.0,40.666666666666664,0.2,0.3,0.5,1.0,37.9
40307,66.0,58.0,54.0,59.333333333333336,0.2,0.3,0.5,1.0,51.800000000000004
40308,58.0,,60.0,59.0,0.2,0.0,0.5,0.7,59.42857142857144
40309,49.0,52.0,38.0,46.333333333333336,0.2,0.3,0.5,1.0,39.2
40310,38.0,32.0,59.0,43.0,0.2,0.3,0.5,1.0,43.5
40311,52.0,49.0,49.0,50.0,0.2,0.3,0.5,1.0,44.7
40312,57.0,48.0,79.0,61.333333333333336,0.2,0.3,0.5,1.0,60.5
40313,52.0,40.0,39.0,43.666666666666664,0.2,0.3,0.5,1.0,37.9
40314,65.0,57.0,51.0,57.666666666666664,0.2,0.3,0.5,1.0,49.9
40315,42.0,,47.0,44.5,0.2,0.0,0.5,0.7,45.57142857142857
40316,43.0,,58.0,50.5,0.2,0.0,0.5,0.7,53.71428571428572
40317,43.0,,58.0,50.5,0.2,0.0,0.5,0.7,53.71428571428572
40318,47.0,43.0,39.0,43.0,0.2,0.3,0.5,1.0,37.5
40319,57.0,,48.0,52.5,0.2,0.0,0.5,0.7,50.57142857142857
40320,64.0,62.0,58.0,61.333333333333336,0.2,0.3,0.5,1.0,54.2
40321,53.0,39.0,51.0,47.666666666666664,0.2,0.3,0.5,1.0,43.900000000000006
40322,44.0,,51.0,47.5,0.2,0.0,0.5,0.7,49.0
40323,55.0,49.0,67.0,57.0,0.2,0.3,0.5,1.0,54.3
40324,39.0,,46.0,42.5,0.2,0.0,0.5,0.7,44.00000000000001
40325,49.0,43.0,48.0,46.666666666666664,0.2,0.3,0.5,1.0,42.4
40326,58.0,52.0,51.0,53.666666666666664,0.2,0.3,0.5,1.0,47.5
40327,40.0,,55.0,47.5,0.2,0.0,0.5,0.7,50.714285714285715
40328,33.0,,59.0,46.0,0.2,0.0,0.5,0.7,51.57142857142858
40329,37.0,31.0,52.0,40.0,0.2,0.3,0.5,1.0,39.6
40330,69.0,59.0,42.0,56.666666666666664,0.2,0.3,0.5,1.0,46.6
40331,61.0,58.0,54.0,57.666666666666664,0.2,0.3,0.5,1.0,50.800000000000004
40332,54.0,,37.0,45.5,0.2,0.0,0.5,0.7,41.85714285714286
40333,52.0,42.0,57.0,50.333333333333336,0.2,0.3,0.5,1.0,47.3
